json,filename,region_id,reason
stucco/train/stucco_train.json,Pintura_0.9.jpg,348,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,349,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,350,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,351,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,352,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,353,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,354,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,355,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,356,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,357,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,358,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,359,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,360,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,361,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,362,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,363,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,364,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,365,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,366,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,387,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,394,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,395,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,396,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,397,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,398,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,399,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,400,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,401,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,402,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,403,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,404,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,405,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,406,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,407,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,408,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,409,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,410,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,411,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,412,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,413,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,414,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,415,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,416,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,417,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,426,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,427,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,428,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,429,too_few_points
stucco/train/stucco_train.json,Pintura_0.9.jpg,430,too_few_points
